label,n_animals,dominant_category,dominant_count,dominant_category_total,purity_percent,dominant_recall_percent,dominant_f1_percent,n_features,mapped_feature_count,avg_feature_freq_weight,birds,fish,insects,mammals,reptiles,unknown
28,1,mammals,1,30,100.0,3.33,6.45,4,4,0.036448,0,0,0,1,0,0
29,16,mammals,16,30,100.0,53.33,69.57,2,2,0.062629,0,0,0,16,0,0
30,1,insects,1,26,100.0,3.85,7.41,9,9,0.028976,0,0,1,0,0,0
31,1,fish,1,23,100.0,4.35,8.33,7,7,0.119097,0,1,0,0,0,0
32,1,insects,1,26,100.0,3.85,7.41,6,6,0.008898,0,0,1,0,0,0
33,3,birds,3,30,100.0,10.0,18.18,3,3,0.312115,3,0,0,0,0,0
34,4,birds,3,30,75.0,10.0,17.65,2,2,0.264888,3,0,0,0,1,0
35,1,birds,1,30,100.0,3.33,6.45,6,6,0.323751,1,0,0,0,0,0
36,7,birds,5,30,71.43,16.67,27.03,8,8,0.278234,5,1,0,0,1,0
37,36,birds,13,30,36.11,43.33,39.39,3,3,0.237508,13,5,0,4,12,2
38,3,reptiles,3,20,100.0,15.0,26.09,4,4,0.188911,0,0,0,0,3,0
39,12,birds,9,30,75.0,30.0,42.86,1,1,0.010267,9,2,0,0,0,1
40,4,mammals,4,30,100.0,13.33,23.53,1,1,0.010267,0,0,0,4,0,0
41,17,mammals,17,30,100.0,56.67,72.34,1,1,0.010267,0,0,0,17,0,0
42,16,birds,7,30,43.75,23.33,30.43,2,2,0.264888,7,1,0,2,5,1
43,8,birds,8,30,100.0,26.67,42.11,8,8,0.278234,8,0,0,0,0,0
44,2,mammals,2,30,100.0,6.67,12.5,3,3,0.071184,0,0,0,2,0,0
45,1,birds,1,30,100.0,3.33,6.45,3,3,0.019165,1,0,0,0,0,0
46,1,mammals,1,30,100.0,3.33,6.45,4,4,0.02002,0,0,0,1,0,0
47,2,insects,2,26,100.0,7.69,14.29,7,7,0.085656,0,0,2,0,0,0
48,1,insects,1,26,100.0,3.85,7.41,3,3,0.140315,0,0,1,0,0,0
49,12,insects,12,26,100.0,46.15,63.16,2,2,0.167351,0,0,12,0,0,0
50,10,fish,10,23,100.0,43.48,60.61,8,8,0.084445,0,10,0,0,0,0
51,16,birds,8,30,50.0,26.67,34.78,3,3,0.312115,8,6,1,0,0,1
52,9,fish,9,23,100.0,39.13,56.25,10,10,0.150513,0,9,0,0,0,0
53,3,fish,3,23,100.0,13.04,23.08,7,7,0.092696,0,3,0,0,0,0
54,10,fish,10,23,100.0,43.48,60.61,2,2,0.195072,0,10,0,0,0,0
55,1,insects,1,26,100.0,3.85,7.41,1,1,0.078029,0,0,1,0,0,0
56,10,birds,5,30,50.0,16.67,25.0,3,3,0.019165,5,4,1,0,0,0
57,2,fish,2,23,100.0,8.7,16.0,3,3,0.019165,0,2,0,0,0,0
58,13,birds,7,30,53.85,23.33,32.56,2,2,0.195072,7,0,0,2,3,1
59,12,reptiles,6,20,50.0,30.0,37.5,2,2,0.195072,1,3,0,2,6,0
60,8,mammals,8,30,100.0,26.67,42.11,1,1,0.010267,0,0,0,8,0,0
61,9,mammals,9,30,100.0,30.0,46.15,2,2,0.167351,0,0,0,9,0,0
62,7,mammals,7,30,100.0,23.33,37.84,3,3,0.140315,0,0,0,7,0,0
63,9,mammals,9,30,100.0,30.0,46.15,1,1,0.053388,0,0,0,9,0,0
64,5,mammals,5,30,100.0,16.67,28.57,2,2,0.048254,0,0,0,5,0,0
65,6,mammals,6,30,100.0,20.0,33.33,3,3,0.019165,0,0,0,6,0,0
66,9,mammals,9,30,100.0,30.0,46.15,3,3,0.019165,0,0,0,9,0,0
67,8,insects,8,26,100.0,30.77,47.06,5,5,0.08501,0,0,8,0,0,0
68,10,fish,10,23,100.0,43.48,60.61,3,3,0.188227,0,10,0,0,0,0
69,3,mammals,3,30,100.0,10.0,18.18,3,3,0.052019,0,0,0,3,0,0
70,14,mammals,14,30,100.0,46.67,63.64,1,1,0.004107,0,0,0,14,0,0
71,2,insects,2,26,100.0,7.69,14.29,3,3,0.071184,0,0,2,0,0,0
72,15,insects,14,26,93.33,53.85,68.29,1,1,0.041068,0,0,14,0,0,1
73,4,birds,3,30,75.0,10.0,17.65,1,1,0.008214,3,1,0,0,0,0
74,14,fish,13,23,92.86,56.52,70.27,2,2,0.058521,0,13,1,0,0,0
75,12,birds,5,30,41.67,16.67,23.81,2,2,0.155031,5,0,0,2,4,1
76,3,birds,2,30,66.67,6.67,12.12,2,2,0.155031,2,0,0,0,1,0
77,3,fish,3,23,100.0,13.04,23.08,1,1,0.032854,0,3,0,0,0,0
78,8,reptiles,5,20,62.5,25.0,35.71,1,1,0.0,1,0,0,2,5,0
79,5,birds,4,30,80.0,13.33,22.86,8,8,0.278234,4,0,0,0,0,1
80,7,birds,3,30,42.86,10.0,16.22,1,1,0.004107,3,0,0,2,2,0
81,18,reptiles,7,20,38.89,35.0,36.84,1,1,0.004107,5,3,0,2,7,1
82,27,reptiles,11,20,40.74,55.0,46.81,1,1,0.045175,8,3,0,4,11,1
83,3,reptiles,3,20,100.0,15.0,26.09,5,5,0.102669,0,0,0,0,3,0
84,18,birds,8,30,44.44,26.67,33.33,4,4,0.127824,8,2,0,2,5,1
85,11,insects,10,26,90.91,38.46,54.05,2,2,0.264888,0,0,10,0,0,1
86,2,insects,2,26,100.0,7.69,14.29,2,2,0.264888,0,0,2,0,0,0
87,9,mammals,9,30,100.0,30.0,46.15,5,5,0.131828,0,0,0,9,0,0
88,6,fish,6,23,100.0,26.09,41.38,4,4,0.010267,0,6,0,0,0,0
89,7,insects,6,26,85.71,23.08,36.36,2,2,0.159138,0,0,6,0,0,1
90,7,insects,7,26,100.0,26.92,42.42,2,2,0.159138,0,0,7,0,0,0
91,5,fish,4,23,80.0,17.39,28.57,6,6,0.106434,1,4,0,0,0,0
92,6,fish,6,23,100.0,26.09,41.38,1,1,0.061602,0,6,0,0,0,0
93,5,fish,4,23,80.0,17.39,28.57,1,1,0.061602,0,4,1,0,0,0
94,1,birds,1,30,100.0,3.33,6.45,1,1,0.12731,1,0,0,0,0,0
95,4,mammals,4,30,100.0,13.33,23.53,1,1,0.090349,0,0,0,4,0,0
