exemplar,category,typicality_rating,rank,rowwise_similarity,bundles
swordfish,fish,14.6428571428571,14,0.7638888888888888,3
bee,insects,17.0714285714285,5,0.5538461538461539,4
leech,insects,11.3571428571428,25,0.6307692307692307,4
horsefly,insects,15.92,13,0.6612903225806451,4
centipede,insects,13.7857142857142,20,1.0,4
fruit fly,insects,16.25,11,0.6491228070175439,4
bumblebee,insects,15.8571428571428,14,0.5692307692307692,4
cockroach,insects,16.9642857142857,7,0.7368421052631579,4
beetle,insects,16.25,12,0.7333333333333333,4
cricket,insects,16.3214285714285,10,0.625,4
dragonfly,insects,16.3571428571428,9,0.7142857142857143,4
ladybug,insects,15.3928571428571,15,0.7142857142857143,4
louse,insects,13.3214285714285,23,0.6129032258064516,4
cockchafer,insects,15.0357142857142,16,,
ant,insects,17.0,6,0.7857142857142857,4
moth,insects,14.6785714285714,17,0.6727272727272727,4
mosquito,insects,18.3928571428571,1,0.5873015873015873,4
earwig,insects,13.8928571428571,19,0.7368421052631579,4
wood louse,insects,17.2857142857142,3,0.6833333333333333,4
caterpillar,insects,14.1785714285714,18,0.7704918032786885,4
spider,insects,12.25,24,0.5857142857142857,4
grasshopper,insects,16.6071428571428,8,0.6515151515151515,4
fly,insects,18.2142857142857,2,0.6,4
butterfly,insects,13.3928571428571,22,0.639344262295082,4
flee,insects,13.6071428571428,21,0.639344262295082,4
wasp,insects,17.25,4,0.625,4
worm,insects,10.1785714285714,26,0.7719298245614035,4
monkey,mammals,17.9285714285714,3,0.6172839506172839,1
beaver,mammals,14.0,28,0.5,1
bison,mammals,15.1428571428571,19,0.5769230769230769,1
dromedary,mammals,14.4285714285714,27,0.5555555555555556,1
squirrel,mammals,14.5714285714285,25,0.6111111111111112,1
hedgehog,mammals,13.1785714285714,29,0.45454545454545453,1
donkey,mammals,16.8214285714285,11,0.5185185185185185,1
giraffe,mammals,15.9642857142857,17,0.6712328767123288,1
hamster,mammals,14.5714285714285,26,0.49333333333333335,2
deer,mammals,16.5357142857142,13,0.6891891891891891,1
dog,mammals,18.5357142857142,1,0.4631578947368421,1
polar bear,mammals,15.1428571428571,20,0.45977011494252873,1
kangaroo,mammals,14.75,22,1.0,1
cat,mammals,18.5357142857142,2,0.4878048780487805,1
cow,mammals,17.6071428571428,5,0.45454545454545453,1
rabbit,mammals,16.6428571428571,12,0.5542168674698795,1
llama,mammals,14.6428571428571,23,0.5454545454545454,1
lion,mammals,17.6785714285714,4,0.5465116279069767,1
mouse,mammals,15.6785714285714,18,0.45348837209302323,2
rhinoceros,mammals,15.1428571428571,21,0.5301204819277109,1
hippopotamus,mammals,14.6071428571428,24,0.5,1
elephant,mammals,16.25,14,0.5465116279069767,1
horse,mammals,17.5357142857142,6,0.5333333333333333,1
sheep,mammals,17.4285714285714,7,0.5185185185185185,1
tiger,mammals,17.0714285714285,9,0.5681818181818182,1
pig,mammals,17.1785714285714,8,0.43209876543209874,1
bat,mammals,10.8571428571428,30,0.44594594594594594,2
fox,mammals,16.25,15,0.5232558139534884,1
wolf,mammals,17.0357142857142,10,0.5617977528089888,1
zebra,mammals,16.0357142857142,16,0.6842105263157895,1
viper,reptiles,13.5555555555555,15,,
alligator,reptiles,16.4285714285714,5,0.6826923076923077,5
boa,reptiles,13.8571428571428,13,0.9340659340659341,5
cobra,reptiles,13.9285714285714,11,0.9139784946236559,5
dinosaur,reptiles,11.9642857142857,17,0.5392156862745098,5
gecko,reptiles,14.44,8,0.6020408163265306,5
lizard,reptiles,17.6785714285714,1,0.6804123711340206,5
blindworm,reptiles,5.13636363636363,20,0.6195652173913043,5
caiman,reptiles,13.76,14,0.7029702970297029,5
chameleon,reptiles,16.6428571428571,4,0.6458333333333334,5
frog,reptiles,11.4074074074074,18,0.5576923076923077,5
crocodile,reptiles,17.4642857142857,2,0.6857142857142857,5
iguana,reptiles,17.0357142857142,3,0.7052631578947368,5
toad,reptiles,11.1071428571428,19,0.5339805825242718,5
python,reptiles,13.9642857142857,10,1.0,5
salamander,reptiles,13.9285714285714,12,0.6470588235294118,5
tortoise,reptiles,15.1785714285714,7,0.4588235294117647,1
snake,reptiles,15.9285714285714,6,0.8514851485148515,5
monitor lizard,reptiles,14.4230769230769,9,0.7553191489361702,5
turtle,reptiles,13.3214285714285,16,0.42168674698795183,3
