label,n_animals,dominant_category,dominant_count,dominant_category_total,purity_percent,dominant_recall_percent,dominant_f1_percent,n_features,mapped_feature_count,avg_feature_freq_weight,birds,fish,insects,mammals,reptiles,unknown
24,2,reptiles,2,20,100.0,10.0,18.18,14,14,0.086682,0,0,0,0,2,0
25,9,fish,7,23,77.78,30.43,43.75,9,9,0.11613,0,7,0,2,0,0
26,1,mammals,1,30,100.0,3.33,6.45,7,7,0.127897,0,0,0,1,0,0
27,19,birds,15,30,78.95,50.0,61.22,2,2,0.152977,15,0,1,0,1,2
28,1,birds,1,30,100.0,3.33,6.45,1,1,0.704312,1,0,0,0,0,0
29,3,birds,2,30,66.67,6.67,12.12,6,6,0.134839,2,0,0,0,1,0
30,17,reptiles,8,20,47.06,40.0,43.24,7,7,0.118803,6,0,0,2,8,1
31,15,reptiles,6,20,40.0,30.0,34.29,2,2,0.189938,4,1,0,4,6,0
32,17,birds,8,30,47.06,26.67,34.04,1,1,0.102669,8,0,0,2,6,1
33,9,reptiles,6,20,66.67,30.0,41.38,1,1,0.704312,3,0,0,0,6,0
34,8,fish,6,23,75.0,26.09,38.71,2,2,0.212526,0,6,0,2,0,0
35,20,mammals,14,30,70.0,46.67,56.0,2,2,0.212526,0,6,0,14,0,0
36,9,reptiles,4,20,44.44,20.0,27.59,1,1,0.082136,2,1,0,2,4,0
37,6,birds,6,30,100.0,20.0,33.33,4,4,0.136037,6,0,0,0,0,0
38,13,insects,13,26,100.0,50.0,66.67,3,3,0.137577,0,0,13,0,0,0
39,8,insects,8,26,100.0,30.77,47.06,3,3,0.036961,0,0,8,0,0,0
40,8,insects,8,26,100.0,30.77,47.06,3,3,0.036961,0,0,8,0,0,0
41,4,insects,4,26,100.0,15.38,26.67,2,2,0.12115,0,0,4,0,0,0
42,12,insects,12,26,100.0,46.15,63.16,2,2,0.12115,0,0,12,0,0,0
43,14,birds,12,30,85.71,40.0,54.55,1,1,0.201232,12,0,1,0,0,1
44,5,birds,3,30,60.0,10.0,17.14,1,1,0.201232,3,0,0,0,1,1
45,2,reptiles,2,20,100.0,10.0,18.18,40,40,0.082957,0,0,0,0,2,0
46,2,birds,1,30,50.0,3.33,6.25,2,2,0.189938,1,0,0,0,1,0
47,14,birds,6,30,42.86,20.0,27.27,2,2,0.189938,6,0,0,2,5,1
48,8,reptiles,5,20,62.5,25.0,35.71,4,4,0.136037,3,0,0,0,5,0
49,8,mammals,3,30,37.5,10.0,15.79,1,1,0.090349,1,1,0,3,3,0
50,5,mammals,2,30,40.0,6.67,11.43,2,2,0.186858,0,1,0,2,2,0
51,11,fish,9,23,81.82,39.13,52.94,2,2,0.12115,0,9,0,2,0,0
52,4,mammals,4,30,100.0,13.33,23.53,1,1,0.047228,0,0,0,4,0,0
53,5,fish,3,23,60.0,13.04,21.43,5,5,0.081725,0,3,0,2,0,0
54,8,fish,7,23,87.5,30.43,45.16,5,5,0.081725,0,7,0,1,0,0
55,1,mammals,1,30,100.0,3.33,6.45,4,4,0.202259,0,0,0,1,0,0
56,10,fish,8,23,80.0,34.78,48.48,8,8,0.087269,0,8,0,2,0,0
57,11,birds,9,30,81.82,30.0,43.9,13,13,0.147844,9,0,1,0,0,1
58,1,reptiles,1,20,100.0,5.0,9.52,7,7,0.061308,0,0,0,0,1,0
59,2,birds,2,30,100.0,6.67,12.5,4,4,0.166324,2,0,0,0,0,0
60,5,mammals,5,30,100.0,16.67,28.57,2,2,0.186858,0,0,0,5,0,0
61,2,birds,2,30,100.0,6.67,12.5,6,6,0.05989,2,0,0,0,0,0
62,10,reptiles,5,20,50.0,25.0,33.33,17,17,0.065346,3,0,0,1,5,1
63,6,mammals,3,30,50.0,10.0,16.67,9,9,0.083505,0,3,0,3,0,0
64,5,reptiles,3,20,60.0,15.0,24.0,1,1,0.090349,1,0,0,1,3,0
65,8,birds,5,30,62.5,16.67,26.32,1,1,0.090349,5,0,0,1,1,1
